name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
Dolce & Gabbana Pour Femme,"marshmallow,sandalwood,vanilla",Women,"jasmine,orangeblossom",https://www.noon.com/uae-en/pour-femme-edp-100ml/N15244150A/p?o=e38d2df91e98666a,Floral,100ml,"neroli,raspberry,tangerine",170.55,EDP
Dolce & Gabbana Pour Femme,"marshmallow,vanilla,heliotrope,sandalwood",Women,"orangeblossom,jasmine",https://www.noon.com/uae-en/pour-femme-edp-50ml/N11200664A/p?o=abe697a093583c6a,,50ml,,145.0,EDP
Dolce & Gabbana Pour Femme Intense,"marshmallow,sandalwood",Women,"tuberose,orangeblossom",https://www.noon.com/uae-en/pour-femme-intense-edp-100ml/N33451154A/p?o=d8df4c2562be598b,Sweet,100ml,,246.7,EDP
Dolce & Gabbana Pour Homme Intenso,"sandalwood,cypress,musk,labdanum,amber",Men,"tobacco,hay,moepel,bran,clarysage",https://www.noon.com/uae-en/pour-homme-intenso-edp-125ml/N11804293A/p?o=b925507b85fb683a,Aromatic,125ml,"water,basil,lavender,geranium,marigold",147.0,EDP
Dolce & Gabbana Rosa Excelsa,"musk,cashmerewood,sandalwood",Women,"rose,turkishrose,waterlily,narcissus,amaryllis",https://www.noon.com/uae-en/rosa-excelsa-edp-30ml/N36969424A/p?o=b6683830ed9ccaeb,,30ml,,103.3,EDP
Dolce & Gabbana Rosa Excelsa,"musk,cashmerewood,sandalwood",Women,"rose,turkishrose,waterlily,narcissus,amaryllis",https://www.noon.com/uae-en/rosa-excelsa-edp-75ml/N11202009A/p?o=cd720899bf94d73d,,75ml,,187.4,EDP
Dolce & Gabbana Rose the One,"vanilla,amber,musk",Women,"peony,lily,bulgarianrose,lychee",https://www.noon.com/uae-en/rose-the-one-edp-75ml/N11202021A/p?o=a88b8463b984dcfb,,75ml,,129.85,EDP
Dolce & Gabbana Shine,,Women,,https://www.noon.com/uae-en/shine-edp-75ml/N34159947A/p?o=ae6b22c5bf3a60aa,Fresh,75ml,"mango,grapefruit,quince",182.75,EDP
Dolce & Gabbana Sicily,"heliotrope,sandalwood,musk",Women,"nutmeg,jasmine,hiacynth,hibiscus,rose",https://www.noon.com/uae-en/sicily-edp-50ml/N34132971A/p?o=b7586b977a5efc4c,,50ml,,272.75,EDP
Dolce & Gabbana The One Edition,"vanilla,amber,musk,vetiver,moss",Women,"plum,jasmine,lily,lily",https://www.noon.com/uae-en/the-one-2014-edition-edp-75ml/N11202510A/p?o=cefb2d7ee941559d,Fruity,75ml,,187.15,EDP
Dolce & Gabbana The One Collectors Edition,"vanilla,amber,musk",Women,lily,https://www.noon.com/uae-en/the-one-collectors-edition-edp-75ml/N11202587A/p?o=9af7063736bd2fee,,75ml,,283.0,EDP
Dolce & Gabbana The One,"amber,tobacco,cedar",Men,"ginger,cardamom,orangeblossom",https://www.noon.com/uae-en/the-one-edp-150ml/N11075084A/p?o=c502c92131003ecb,,150ml,,240.25,EDP
Dolce & Gabbana The One,"amber,tobacco,cedar",Women,"ginger,cardamom,orangeblossom",https://www.noon.com/uae-en/the-one-edp-30ml/N18287067A/p?o=b304992f7cc76d1d,Fruity,30ml,"grapefruit,coriander,basil",125.0,EDP
Dolce & Gabbana The One,"vetiver,vanilla,dryamberynotes,muskynotes,mossynotes",Women,"madonnalily,exoticfruits,jasmine,muguet,plum",https://www.noon.com/uae-en/the-one-edp-50ml/N14778588A/p?o=af415e67f64bc5ea,,50ml,,159.5,EDP
Dolce & Gabbana The One,"vanilla,amber,musk,plum,vetiver",Women,"madonnalily,lily,jasmine",https://www.noon.com/uae-en/the-one-edp-75ml/N23097850A/p?o=fc69f4a3dbd528ef,,75ml,,135.4,EDP
Dolce & Gabbana The One,"amberynotes,cedarwood",Men,"cardamom,ginger,orangeblossom",https://www.noon.com/uae-en/the-one-edt-50ml/N14778585A/p?o=d459f6a866b5fb2e,Spicy,50ml,"basil,coriander,grapefruit",137.0,EDT
Dolce & Gabbana The One Essence,"sandalwood,marshmallow",Women,"jasmine,lily,lily",https://www.noon.com/uae-en/the-one-essence-edp-65ml/N11201252A/p?o=fa278b6c2be3ddcc,Floral,65ml,"bergamot,litchi,peach,tangerine",166.0,EDP
Dolce & Gabbana The One For Man Intense,"neroli,leather,patchouli,labdanum",Men,"cashmeran,neroli,clarysage,benzoin",https://www.noon.com/uae-en/the-one-for-man-intense-edp-100ml/N35521597A/p?o=ab2492f895d1c4ed,Spicy,100ml,"neroli,cypress,cardamom",247.65,EDP
Dolce & Gabbana The One Mysterious Night,"amber,woods,labdanum,tonka",Men,"rose,agarwoodoud,clarysage",https://www.noon.com/uae-en/the-one-mysterious-night-edp-100ml/N30765503A/p?o=d335536e0d2a855d,Spicy,100ml,,249.0,EDP
Dolce & Gabbana The One Mysterious Night Exclusive Edition,"amber,labdanum,woods,tonka",Men,"rose,agarwood,clarysage",https://www.noon.com/uae-en/the-one-mysterious-night-exclusive-edition-edp-100ml/N21174512A/p?o=e8ebbf5288cd3a8d,,100ml,"saffron,grapefruit",202.6,EDP
Dolce & Gabbana The One,"vetiver,vanilla,amber,musk",Women,"lily,jasmine,plum,lily",https://www.noon.com/uae-en/the-one-parfum-75ml/N13582420A/p?o=fb8967c48d36a6df,,75ml,,254.4,Parfum
Dolce & Gabbana The One Royal Night,"amber,sandalwood,cedar,labdanum",Men,"nutmeg,pearwood",https://www.noon.com/uae-en/the-one-royal-night-edp-100ml/N11201253A/p?o=cc6ea9abff22710e,Oriental,100ml,"cardamom,basil",247.55,EDP
Dolce & Gabbana The Only One,"tonka,patchouli,ambergris,amberwoods",Women,"redrose,violet,coffee",https://www.noon.com/uae-en/the-only-one-2-edp-100ml/N25253432A/p?o=bf9111ef0190f47f,,100ml,,134.1,EDP
Dolce & Gabbana The Only One,"vanilla,patchouli",Women,"coffee,iris",https://www.noon.com/uae-en/the-only-one-edp-100ml/N19597930A/p?o=f9955bae4849a4ee,,100ml,"bergamot,violet",221.9,EDP
Dolce & Gabbana The Only One,"caramel,vanilla,patchouli",Women,"orangeblossom,rose,pear,coffee,iris",https://www.noon.com/uae-en/the-only-one-edp-50ml/N22797997A/p?o=bf5bc814bcf97d8c,,50ml,,167.25,EDP
Dolce & Gabbana Velvet Amber Skin,"vanilla,tolubalsam,myrrh,cinnamon,opoponax,amberwood,honey,clove",Unisex,"resins,iris,leather,rose,labdanum,jasmine",https://www.noon.com/uae-en/velvet-amber-skin-edp-50ml/N34132965A/p?o=e1889bfd27b015fe,,50ml,,335.3,EDP
Dolce & Gabbana Velvet Desert Oud,,Unisex,,https://www.noon.com/uae-en/velvet-desert-oud-edp-150ml/N20179562A/p?o=a9624258697ba90e,,150ml,"incense,agarwoodoud,amber,musk",1449.0,EDP
Dolce & Gabbana Velvet Exotic Leather,,Men,,https://www.noon.com/uae-en/velvet-exotic-leather-edp-150ml/N11201679A/p?o=e2cc680f60cf3bfc,Aromatic,150ml,"incense,olibanum,juniperberries,lavender,leather,styrax,labdanum,clarysage",584.0,EDP
Dolce & Gabbana Velvet Ginestra,benzoin,Women,"beeswax,violet,citruses",https://www.noon.com/uae-en/velvet-ginestra-edp-50ml/N14790330A/p?o=eda8c4cf5101852f,Floral,50ml,"limelindenblossom,lydiabroom,broom",238.4,EDP
Dolce & Gabbana Velvet Incenso,"patchouli,amberwood,benzoin,cashmerewood,vanilla",Men,"incense,labdanum",https://www.noon.com/uae-en/velvet-incenso-edp-50ml/N33904943A/p?o=ce9d9c8d6e121e2c,,50ml,,359.0,EDP
Dolce & Gabbana Velvet Love,,Women,,https://www.noon.com/uae-en/velvet-love-edp-150ml/N11075122A/p?o=b030e1b56a04aafc,Spicy,150ml,"carnation,ylangylang,pepper",472.5,EDP
Dolce & Gabbana Velvet Mimosa,"heliotrope,musk",Women,mediterraneanspring,https://www.noon.com/uae-en/velvet-mimosa-edp-150mililitre/N11075123A/p?o=d446271169d7d43b,Floral,150ml,,416.05,EDP
Dolce & Gabbana Velvet Mimosa,"sandalwood,violetleaf,narcissus",Women,mimosa,https://www.noon.com/uae-en/velvet-mimosa-edp-50ml/N11075118A/p?o=b5cde4eb83e16b2f,Floral,50ml,"bergamot,neroli,mandarinorange",264.35,EDP
Dolce & Gabbana Velvet Pure,"haitianvetiver,orrisroot",Women,"narcissus,yellownarcissus,tunisianneroli,geranium",https://www.noon.com/uae-en/velvet-pure-edp-150ml/N13234262A/p?o=f66f6a3686b7216a,Aromatic,150ml,"galbanum,figleaf,labdanum,jasmine",438.7,EDP
Dolce & Gabbana Velvet Pure,"haitianvetiver,orrisbutter",Women,"narcissus,jonquil,africanneroli,geranium",https://www.noon.com/uae-en/velvet-pure-edp-50ml/N36969427A/p?o=c6494bcdcdd7ad4a,,50ml,,306.4,EDP
Dolce & Gabbana Velvet Rose,musk,Women,"mayrose,moroccanrose,bulgarianrose,egyptianpelargonium",https://www.noon.com/uae-en/velvet-rose-edp-150ml/N11075121A/p?o=c01329004d5db97d,,150ml,,451.71,EDP
Dolce & Gabbana Velvet Tender Oud,"agarwood,woodynotes",Unisex,"rose,damaskrose",https://www.noon.com/uae-en/velvet-tender-oud-edp-150ml/N26636595A/p?o=b68647f22c60669e,,150ml,,558.65,EDP
Dolce & Gabbana Velvet Vetiver,,Unisex,,https://www.noon.com/uae-en/velvet-vetiver-edp-150mililitre/N11075124A/p?o=ff7cd7d3cdd1251c,Woody,150ml,"vetiver,galbanum,blackfig",479.0,EDP
Dunhill Alfred Verne Sapphire Isle,"vetiver,musk,patchouli,amber,vanilla",Unisex,"iris,jasmine,pinkpepper",https://www.noon.com/uae-en/alfred-verne-sapphire-isle-edp-80ml/N13579491A/p?o=a4fb26654c8f125c,,80ml,,200.0,EDP
Dunhill Century Blue,"ambroxan,seasalt,oakmoss,patchouli",Men,"iris,ginger,neroli,styrax",https://www.noon.com/uae-en/century-blue-edp-135ml/N37566965A/p?o=db25cc43f9d753cd,,135ml,,101.5,EDP
Dunhill Century Blue,"seasalt,oakmoss,patchouli,ambroxan",Men,"iris,styrax,neroli,ginger",https://www.noon.com/uae-en/century-blue-edp-75ml/N39000917A/p?o=b47e01b7c729189c,Citrus,75ml,,85.0,EDP
Dunhill Century,"sandalwood,musk,cypriol",Men,"neroli,cardamom,olibanum",https://www.noon.com/uae-en/century-edp-135ml/N23046196A/p?o=ca51e9129ac42e3b,Woody,135ml,"bergamot,grapefruit,mandarin",76.8,EDP
Dunhill Icon Absolute,"agarwoodoud,leather,tobaccoleaf",Men,"saffron,blackrose,jasmine",https://www.noon.com/uae-en/icon-absolute-edp-100ml/N39841841A/p?o=a7aa775966b8270c,,100ml,,175.25,EDP
Dunhill Icon,"vetiver,oakmoss,agarwoodoud,iris,leather",Men,"blackpepper,lavender,cardamom,juniperberries,sage",https://www.noon.com/uae-en/icon-edp-100ml/N11076205A/p?o=f055782aa9fdeeda,Woody,100ml,"neroli,bergamot,blackpepper,petitgrain",104.15,EDP
Dunhill Icon,"vetiver,oakmoss,iris,agarwoodoud,leather",Men,"blackpepper,lavender,cardamom,juniperberries,sage",https://www.noon.com/uae-en/icon-edp-30ml/N26481763A/p?o=a5714ccb1a4b50ae,,30ml,,60.75,EDP
Dunhill Icon Elite,"ebony,sandalwood,suede,labdanum",Men,"vetiver,blackpepper,bluesage,juniper",https://www.noon.com/uae-en/icon-elite-edp-100ml/N11202916A/p?o=b7f94b9810fdd06e,,100ml,,127.6,EDP
Dunhill Icon Elite,"ebony,sandalwood,suede,labdanum",Men,"vetiver,bluesage,juniper,blackpepper",https://www.noon.com/uae-en/icon-elite-edp-30ml/N26481764A/p?o=a288135609eb519d,,30ml,"bergamot,lime,bitterorange,cardamom",52.55,EDP
Dunhill Icon Racing,"musk,guaiacwood,vetiver",Men,"orangeblossom,lavender,pepper",https://www.noon.com/uae-en/icon-racing-edp-100ml/N13316254A/p?o=cf8768f292410bdf,Citrus,100ml,"grapefruit,cardamom,bergamot",107.65,EDP
Dunhill London Century,"cypriol,nagarmotha,sandalwoodmusk",Men,"neroli,olibanum,cardamom",https://www.noon.com/uae-en/london-century-edp-75ml/N23426367A/p?o=dd3d2caafaa3d11c,,75ml,"mandarinorange,grapefruit,bergamot",70.5,EDP
Dunhill London Icon Racing,"musk,guaiacwood,vetiver",Men,"orangeblossom,lavender,pepper",https://www.noon.com/uae-en/london-icon-racing-edp-50ml/N19151031A/p?o=c324e5fa7ce015aa,Citrus,50ml,"grapefruit,cardamom,bergamot",87.3,EDP
Dunhill Set Of Icon Elite,"ebonywood,labdanum,sandalwood,suede",Men,"blackpepper,juniper,sage,vetiver",https://www.noon.com/uae-en/set-of-2-icon-elite-colonge-2x100ml/N23045950A/p?o=f60a5d04500ea14c,,2x100ml,,267.05,EDC
Dunhill Signature Collection Arabian Desert,oud,Men,rose,https://www.noon.com/uae-en/signature-collection-arabian-desert-edp-100ml/N32057458A/p?o=bf5a4bbc4c0745dc,Arabian,100ml,,266.0,EDP
Dunhill Signature Collection British Leather,"leather,cypress,patchouli,vetiver,sandalwood",Men,"mate,lavender,pepper,orangeblossom,violetleaf",https://www.noon.com/uae-en/signature-collection-british-leather-edp-100ml/N32057457A/p?o=c6cc59921899fe3d,,100ml,,235.1,EDP
Dunhill Signature Collection Indian Sandalwood,sandalwood,Men,"patchouli,treemoss",https://www.noon.com/uae-en/signature-collection-indian-sandalwood-edp-100ml/N32057456A/p?o=d0280520550d736e,,100ml,,216.6,EDP
Dunhill Signature Collection Moroccan Amber,"oudh,moroccanleather,coffeewood,amber",Men,"saffron,absolueimmortelle,hazelnutsparkles",https://www.noon.com/uae-en/signature-collection-moroccan-amber-edp-100ml/N32057460A/p?o=b5ee485b716de8cf,,100ml,,249.0,EDP
Dynasty' Monaco Mister,cedar,Men,"lavender,artemisia",https://www.noon.com/uae-en/monaco-mister-edp-100ml/N11202029A/p?o=a0454f8b2c7fbdcf,Woody,100ml,,139.3,EDP
EISENBERG J’ose,spicy,Men,patchouli,https://www.noon.com/uae-en/j-ose-eau-de-perfume-100ml/N47129103A/p?o=aa06c8656ccdd37d,,100ml,,695.0,EDP
EKOZ Sport Pour Femme,"guaiacwood,patchouli,oakmoss,ambergris",Women,"bayleaf,hedionejasmine",https://www.noon.com/uae-en/sport-pour-femme-edp-100ml/N34451685A/p?o=e195ce703a4d8b9c,,100ml,"freshgrapefruit,marine",48.2,EDP
ELIE SAAB Cuir Patchouli,,Unisex,,https://www.noon.com/uae-en/cuir-patchouli-edp-100ml/N13234276A/p?o=c4f7220f15b6679e,,100ml,"bergamot,cinnamon,patchouli,leather,amber",239.0,EDP
ELIE SAAB Elie Saab,"whitehoney,patchouli,rose,virginiacedar",Women,jasmine,https://www.noon.com/uae-en/elie-saab-edp-50ml/N12841634A/p?o=e1e8240565941cbe,,50ml,,159.0,EDP
ELIE SAAB Elie Saab,"whitehoney,patchouli,rose,virginiacedar",Women,jasmine,https://www.noon.com/uae-en/elie-saab-edp-90ml/N14790511A/p?o=b4d203d35d47d2ff,Floral,90ml,,253.0,EDP
ELIE SAAB Elie Saab Girl Of Now Forever,patchoeli,Women,kasjmierhout,https://www.noon.com/uae-en/elie-saab-girl-of-now-forever-edp-90ml/N26089505A/p?o=e0e2fa80868574bf,,90ml,,199.95,EDP
ELIE SAAB Elie Saab Le,"whitehoney,patchouli,rose,virginiacedar",Women,jasmine,https://www.noon.com/uae-en/elie-saab-le-parfum-edp-90ml/N15568030A/p?o=f809fed8bf12749d,,90ml,,230.65,EDP
ELIE SAAB Girl Of Now,"patchouli,cashmeran,tonka,almondmilk",Women,"orangeblossom,magnolia,almond",https://www.noon.com/uae-en/girl-of-now-edp-50ml/N16718759A/p?o=c007040a4590ad7b,Floral,50ml,"mandarinorange,pear,pistachio",199.0,EDP
ELIE SAAB Girl Of Now,"patchouli,cashmeran,tonka,almodmilk",Women,"orangeblossom,magnoli,almond",https://www.noon.com/uae-en/girl-of-now-edp-90ml/N13134091A/p?o=d2a54763b59d437b,Floral,90ml,"mandarinorange,pear,pistchaio",265.6,EDP
ELIE SAAB Girl Of Now Shine,"iris,vanilla,patchouli",Women,"roastedalmonds,ylangylang,jasmine,orangeblossom",https://www.noon.com/uae-en/girl-of-now-shine-edp-50ml/N36646014A/p?o=c952323b8a70326f,,50ml,,130.4,EDP
ELIE SAAB Girl Of Now Shine,"vanilla,iris,patchouli",Women,"jasmine,ylangylangg,bitteralmond,orangeblossom",https://www.noon.com/uae-en/girl-of-now-shine-edp-90ml/N28283418A/p?o=cce5d8e80dec357a,,90ml,,178.75,EDP
ELIE SAAB Girl of Now Shine,"vanilla,patchouli,iris",Women,"bitteralmond,jasmine,ylangylangg,orangeblossom",https://www.noon.com/uae-en/girl-of-now-shine-edp-90ml/N16638274A/p?o=ff6434a4d90586aa,,90ml,,184.85,EDP
ELIE SAAB Le,"patchouli,virginiacedar,rose,whitehoney",Women,jasmine,https://www.noon.com/uae-en/le-parfum-edp-90ml/N13581886A/p?o=ba3ba4ec49fda73b,,90ml,,255.0,EDP
ELIE SAAB LeEssentiel,"orangeblossom,mandarinorange",Women,gardenia,https://www.noon.com/uae-en/le-parfum-essentiel-edp-50ml/N34127669A/p?o=e83a3a0944e2385f,,50ml,,130.4,EDP
ELIE SAAB LeIn White,patchouli,Women,musk,https://www.noon.com/uae-en/le-parfum-in-white-edp-90ml/N16638271A/p?o=abc07706e4b6269e,Floral,90ml,,246.9,EDP
ELIE SAAB LeIntense,"patchouli,amber",Women,"ylangylangg,rosehoney",https://www.noon.com/uae-en/le-parfum-intense-edp-90ml/N11202031A/p?o=eb18f8a9a386490c,Floral,90ml,,249.0,EDP
ELIE SAAB LeResort Collection,indonesianpatchouli,Women,"pomegranate,orangeblossom,jasminesambac",https://www.noon.com/uae-en/le-parfum-resort-collection-edp-90ml/N23638836A/p?o=dcd0d84d7c6c718f,,90ml,,228.95,EDP
ELIE SAAB LeResort Collection,patchouli,Women,"orangeblossom,jasmine,pomegranatenectar",https://www.noon.com/uae-en/le-parfum-resort-collection-edt-90ml/N12880791A/p?o=ab51b28442a069fe,Fruity,90ml,redmandarin,194.1,EDT
ELIE SAAB LeRoyal,"patchouli,amber,vanilla,sandalwood",Women,"turkishrose,bulgarianrose,neroli",https://www.noon.com/uae-en/le-parfum-royal-edp-50ml/N26480512A/p?o=fc51894c6aa9abfd,,50ml,,150.0,EDP
ELIE SAAB Le,"whitehoney,patchouli,rose,virginiacedar",Women,jasmine,https://www.noon.com/uae-en/le-perfum-edp-50ml/N27584087A/p?o=fea70397b9d6faef,,50ml,,171.1,EDP
ELIE SAAB Le Perfume,"whitehoney,patchouli,rose,virginiacedar",Women,jasmine,https://www.noon.com/uae-en/le-perfume-edp-90ml/N27584079A/p?o=b7c83698755b374e,,90ml,,236.2,EDP
ELIE SAAB Nuit Noor,"patchouli,incense",Women,"rose,ylangylangg",https://www.noon.com/uae-en/nuit-noor-edp-90ml/N20337560A/p?o=e0815e8eb94127dd,,90ml,,242.0,EDP
ELIE SAAB Royal,"indonesianpatchouliessence,indiansandalwood,amber,vanilla",Women,"turkishrose,bulgarianrose,lebaneseneroli",https://www.noon.com/uae-en/royal-edp-90ml/N31126705A/p?o=dd3bfc6a2fcb703b,Floral,90ml,,189.0,EDP
EMPORIO ARMANI Because It's You,"musk,vanilla,amberwood",Women,rose,https://www.noon.com/uae-en/because-it-s-you-edp-100ml/N13430368A/p?o=e57192d99638eb9b,Floral,100ml,"rasberry,neroli,lemon",210.32,EDP
EMPORIO ARMANI Diamonds,"vetiver,cedarwood,patchouli,vanilla",Women,"freesia,lily",https://www.noon.com/uae-en/diamonds-edp-100ml/N11201282A/p?o=f19da69a75f92ffa,,100ml,,219.5,EDP
EMPORIO ARMANI Diamonds Violet,"vanilla,praline,patchouli",Women,"woodlandlily,rose,violet",https://www.noon.com/uae-en/diamonds-violet-edp-50ml/N14778133A/p?o=b5bacf622404f04e,Sweet,50ml,,163.0,EDP
EMPORIO ARMANI Stronger With You Intensely,"tonka,suede,amber",Men,"lavender,sage,toffee,cinnamon",https://www.noon.com/uae-en/stronger-with-you-intensely-edp-100ml/N32137438A/p?o=da9751a658cb5a4e,Vanilla,100ml,,389.0,EDP
ESCADA Celeberate N.O.W,"cinnamon,tonka",Women,bloomingmagnolia,https://www.noon.com/uae-en/celeberate-n-o-w-edp-50ml/N23104267A/p?o=b88de1783655dfcd,,50ml,spicyginger,68.85,EDP
ESCADA Celebrate N.O.W,"cinnamon,vanilla,tonka",Women,magnolia,https://www.noon.com/uae-en/celebrate-n-o-w-edp-80ml/N14778139A/p?o=dd3d700125b0979b,Spicy,80ml,ginger,95.75,EDP
ESCADA Celebrate Now,"cinnamon,vanilla,tonka",Women,magnolia,https://www.noon.com/uae-en/celebrate-now-edp-2-7ounce/N36646088A/p?o=d41aac7e1e9b5f3e,Floral,2.7ounce,,90.0,EDP
ESCADA Celebrate Now,"cinnamon,vanilla,tonka",Women,magnolia,https://www.noon.com/uae-en/celebrate-now-edp-80ml/N27584040A/p?o=fe8c3468ac327d1f,Spicy,80ml,ginger,97.85,EDP
ESCADA Celebrate Now,"vetyver,amber,woody",Women,"spicy,herbal,woody,patchouli",https://www.noon.com/uae-en/celebrate-now-eau-de-parfum-80ml/N38733891A/p?o=f720ee88561586cc,Fresh,80ml,"citrus,grapefruit",100.75,EDP
ESCADA Desire Me,"custard,coffee,darkchocolte,sweetnote",Women,"orchid,honeysuckle,peony,green",https://www.noon.com/uae-en/desire-me-edp-7-5ml/N23104703A/p?o=bf73e38c6e48b46e,Fruity,7.5ml,"citruses,clementine,mandarinorange",17.65,EDP
ESCADA Escada Magnetism,"sandalwood,amber,patchouli,musk,benzoin,caramel,vetiver,vanilla",Women,"magnolia,iris,green,freesia,basil,jasmine,caraway,heliotrope,lily,rose,almondblossom",https://www.noon.com/uae-en/escada-magnetism-edp-75ml/N15568093A/p?o=e846ee7c0d213e4c,Oriental,75ml,"pineapple,blackcurrant,melon,redberries,cassia,litchi",113.65,EDP
ESCADA Especially,muskynotes,Women,"rose,ylangylang",https://www.noon.com/uae-en/especially-edp-50ml/N11202052A/p?o=dddf98c086ded8ef,,50ml,,88.95,EDP
ESCADA Especially,musk,Women,"rose,water,ylangylangg",https://www.noon.com/uae-en/especially-edp-75ml/N12880635A/p?o=a15420a842999daa,Musk,75ml,"ambrette,pear",124.0,EDP
ESCADA Especially Elixir,"patchouli,whitemusk,dryamber,cashmere,madagascarvanilla",Women,"turkishroseabsolut,ylangylangg,pruneaccords,plums",https://www.noon.com/uae-en/especially-elixir-edp-50ml/N11200717A/p?o=e0156bdc8303b33c,Woody,50ml,"pear,ambretteseed,grapefruit",88.15,EDP
ESCADA Especially Elixir,vanilla,Women,"plum,rose",https://www.noon.com/uae-en/especially-elixir-edp-75ml/N11200718A/p?o=a65aa703db68883e,Woody,75ml,"pear,grapefruit",132.85,EDP
ESCADA Especially Escada,"sweetnotes,darkchocolate,coffee,custard",Women,"peony,green,honeysuckle,orchid",https://www.noon.com/uae-en/especially-escada-edp-50ml/N32137245A/p?o=fcbfbeb2bcd0126a,Floral,50ml,"citruses,mandarinorange,clementine",130.0,EDP
ESCADA Especially Escada,"vanilla,amber",Women,turkishrose,https://www.noon.com/uae-en/especially-escada-edp-75ml/N23719007A/p?o=b12d7966d704639f,Woody,75ml,"grapefruit,pearliquor",179.0,EDP
ESCADA Joyful,"honey,sandalwood,moss",Women,"peony,magnolia,nectarine,violetleaf",https://www.noon.com/uae-en/joyful-edp-75ml/N27584044A/p?o=c0013061add6479e,Fruity,75ml,"blackcurrant,mandarin,orange,melon",112.85,EDP
ESCADA Joyful Moment,vanilla,Women,damascusrose,https://www.noon.com/uae-en/joyful-moment-edp-50ml/N11202053A/p?o=fed6ecfef367732b,,50ml,sweetlychee,87.3,EDP
ESCADA Joyful Moments,"honey,sandalwood,moss",Women,"peony,magnolia,nectarine,violetleaf",https://www.noon.com/uae-en/joyful-moments-edp-50ml/N11804386A/p?o=ccedfbb08430dd3b,Fruity,50ml,"blackcurrant,mandarinorange,melon",95.55,EDP
ESCADA Magnetism,"sandalwood,amber,patchouli,musk,benzoin,caramel,vetiver,vanilla",Women,"magnolia,iris,green,freesia,basil,jasmine,caraway,heliotrope,lily,rose,almondblossom",https://www.noon.com/uae-en/magnetism-edp-75ml/N16177926A/p?o=fc9ec9fb20e7545e,Arabian,75ml,"pineapple,blackcurrant,melon,redberries,cassia,litchi",102.95,EDP
ESCENTRIC MOLECULES Escentric,"isoesuper,incense,mastic,muscone",Unisex,"orris,hedione",https://www.noon.com/uae-en/escentric-01-parfum-100ml/N38430179A/p?o=cae79894ab71920c,Musk,100ml,"lime,pinkpepper,aldehydes",359.0,Parfum
ESCENTRIC MOLECULES Escentric,simplemusks,Unisex,ambroxan,https://www.noon.com/uae-en/escentric-02-100ml/N34909517A/p?o=bdbff0c8ebb886bc,Oriental,100ml,australianlemonade,301.8,EDP
ESCENTRIC MOLECULES Escentric,"muscone,ambroxan,vetiver,tonka",Unisex,"ginger,freesia,clarysage,pinkpepper,hedione",https://www.noon.com/uae-en/escentric-02-parfum-100ml/N38430178A/p?o=bf797306f7b5145b,Oriental,100ml,"almdudler,juniperberries,mandarine,lime",335.0,Parfum
ESCENTRIC MOLECULES Escentric,"javanol,mastic,labdanum,isoesuper,muscone,ambroxan,castoreum,vetiver",Unisex,"hedione,freesia,osmanthus,orris,rose",https://www.noon.com/uae-en/escentric-04-parfum-100ml/N38430176A/p?o=b6a9b78617d3199b,Sandalwood,100ml,"methyl,pamplemousse,pinkgrapefruit",340.0,Parfum
ESCENTRIC MOLECULES Molecule,,Unisex,,https://www.noon.com/uae-en/molecule-01-parfum-100ml/N38430175A/p?o=fd85f71c504d8fbe,Oriental,100ml,,320.0,Parfum
ESEENVAN Just Like Her,"vanilla,cedarwood,amber,musk",Women,,https://www.noon.com/uae-en/just-like-her-edp-60ml/N37431940A/p?o=f429b30dd6fbcadd,"Floral, Fruity, Warm",60ml,,104.0,EDP
ESSENZA White,"whitemusk,powdery,hintamber",Unisex,"civet,sandalwoodheavymusks",https://www.noon.com/uae-en/white-edp-100ml/N20174171A/p?o=cb289d090380143d,,100ml,"sweetanimalic,softflorals",375.0,EDP
